0.221938	3.96578	2.13723	1.69789	0.5171	1.41472	-4.41446	-3.91837	-0.99592	-1.87736	-1.05124	1.54129	5.17003	2.63368	-2.50786	2.77737	5.02863	-0.879032	0.113817	2.54119	-5.18189	1.10459	2.87094	1.362	4.89543	-2.79618	3.08998	0.0916286	3.3427	2.98539	-0.0717745	5.20361	1.16058	-0.478061	2.38267	1.27742	-7.7731	2.25874	-3.77356	-2.86652	-3.71826	1.14024	3.88654	3.10762	-4.31511	4.22626	-2.85148	1.0782	3.23426	4.99416	8.53338	5.40892	2.42735	-3.47863	-6.58869	-3.98014	0.601268	-7.03048	1.31125	-3.06346	-5.74094	-5.97367	-1.59628	-1.90773	-2.72547	4.01386	1.03898	-8.55053	3.61587	-2.90848	-1.45171	5.52018	2.93758	-4.70816	-0.649709	-6.54543	2.3998	7.24334	3.72224	6.34213	-2.72195	-1.56507	5.00977	1.50425	-3.46429	1.98075	-1.1937	5.51712	-1.06929	2.39094	-5.92673	-8.18753	1.03604	1.65676	-2.65981	1.62869	3.70411	2.38293	-0.859232	1.4462
-5.53454	-3.50587	1.39823	-2.09177	-5.16999	-5.59943	-0.57711	-3.45406	4.55338	-0.408236	1.39163	-0.969983	1.89359	-0.750541	-1.42086	11.7037	0.904521	-6.27065	-1.6678	-1.18334	7.14039	-1.34532	-0.16224	7.13382	-0.779348	-6.95595	-0.117088	1.7274	-6.03047	-2.08449	-1.81611	-0.694224	-2.40145	7.86224	1.80138	-4.10669	-2.97664	1.89473	-4.52788	-2.9454	-0.0737996	-1.69868	1.05379	-0.383005	-1.34373	3.82927	2.49779	0.302609	1.78417	4.88977	0.544713	1.11523	2.08264	-4.72772	-1.96538	-0.214161	-6.09732	-6.58237	3.45068	4.0776	0.308313	-2.29899	-1.50861	0.479774	1.03644	2.90856	0.987673	-3.14456	-1.26214	-2.79922	-4.02218	-1.50797	-0.0715258	-3.43792	0.658245	3.12337	4.7288	2.07181	0.947454	1.9544	-5.9002	-3.96235	4.55696	8.6723	4.21097	4.60882	-1.21391	-2.72934	-3.90496	-2.55429	-3.05597	-1.114	5.16105	-3.75533	0.866632	-3.90352	-2.06332	-1.93283	1.10878	-4.73943
-4.69312	2.14901	-1.25924	1.40301	-1.24466	3.22036	-0.589642	-0.0317879	1.48807	-4.22394	1.06729	-2.06323	3.25798	5.18779	-4.32372	-0.351755	0.893734	0.621223	0.348835	0.0743182	0.202377	-3.65364	3.31643	-2.14612	-0.775633	4.12945	0.949637	-1.8867	2.54169	0.852529	1.84667	2.52753	-1.59927	2.99699	3.32974	-0.865447	-1.85941	-1.1252	-5.04746	-0.55158	4.18809	3.87874	1.51218	2.96817	-3.72148	1.45426	1.30384	6.11145	1.41464	0.443639	-1.41916	0.983876	-2.74027	-7.24696	-2.90328	-2.59132	-7.85559	1.20867	-3.94645	-3.68734	-1.49764	-1.05524	-0.642479	1.26151	5.51215	3.39541	6.00848	-0.881976	-2.81471	2.23466	3.67018	1.94427	-3.05029	-1.86376	-4.00525	1.27424	-0.742373	-0.666377	1.00613	3.59673	-8.64231	2.1967	0.634032	-2.50286	5.96555	2.83435	3.27473	-3.2857	-5.04991	5.55463	-4.79448	-8.91305	3.10918	-3.46915	-4.49501	-9.37924	-4.12838	-0.404162	4.67694	1.15899
-3.53965	-1.19013	0.0851927	-2.56523	0.764131	-0.47523	2.17664	0.612462	-6.57038	1.49323	-3.88407	-4.02646	-1.83351	-2.93929	-2.42962	7.6234	1.10897	2.59228	0.211275	1.14925	6.98539	0.0696336	0.0666283	-4.22066	-0.876502	8.15735	0.673368	0.689591	2.03925	-5.72373	1.40418	0.38283	-2.07843	3.99934	-3.72984	-0.489209	-2.22424	0.641039	1.923	0.663354	1.56542	2.57698	4.91561	-4.71576	-1.17828	3.22867	-2.75852	-0.954423	7.01703	3.52409	-1.83676	-3.76923	0.306293	-3.19416	-1.96356	-2.24988	3.35272	2.77856	4.41694	-1.80866	-5.34494	-2.41513	-3.60525	-2.33748	-1.34537	4.82602	7.25882	-2.11967	-1.43091	1.12088	-5.01836	0.298797	-0.548274	-8.51075	0.966064	-1.43382	-1.00491	3.115	3.37239	-3.89127	0.0125246	-9.07644	2.54596	5.8219	-0.623356	-0.207482	-1.58101	-2.99973	-4.57286	3.44177	-3.68455	0.272182	-11.3671	-3.70003	-4.58789	-4.77849	2.58413	-1.381	-0.0948195	-7.96041
1.09675	-6.463	-4.28789	-0.731762	-4.67373	-4.30542	2.25059	-5.64415	-2.61268	-2.57122	-7.02058	-2.35985	1.63422	1.62228	-1.34969	1.11409	4.52196	-6.0239	1.59683	-0.421944	7.73568	2.50159	0.598864	-3.69994	3.50274	0.0541179	-6.62956	5.67828	-4.09582	4.23756	-1.5778	0.81978	-5.12951	-1.54104	-0.517541	3.57727	0.832632	0.202681	-2.01659	-1.66511	-7.0321	1.56681	1.38317	0.783687	-0.598206	-2.37915	-5.74813	-2.57287	-0.843476	3.10694	4.45928	0.538884	3.84221	-8.27129	2.56971	1.98752	-0.739118	-8.52838	1.9898	-1.91582	-3.07777	2.60193	-2.21354	0.127815	8.86818	3.67674	-1.64008	-1.60886	-2.83706	-1.36184	2.2201	2.31248	1.01436	-6.33038	3.09986	2.51278	2.58896	0.819024	5.46583	-0.318029	-0.38624	-2.04529	1.64889	-4.60398	-1.67679	-5.33692	3.39655	-2.28488	5.54686	-6.06492	-3.93166	0.193897	1.47285	-9.29212	-0.850252	-1.69898	-1.36445	8.22036	-1.46487	0.0227188
-4.1992	2.39224	-3.71313	-2.52892	1.90986	4.72379	4.31828	1.18873	1.97524	-0.143875	-3.6118	-8.14762	3.32783	-0.793895	-6.96103	1.67258	0.983589	-3.4382	-0.971872	0.719964	0.66509	-2.6265	-3.70063	4.6229	0.666523	0.106598	4.30597	-0.397674	6.24487	-1.29363	-1.01745	1.1649	-4.24848	-4.327	-0.283477	-12.8597	1.87845	3.26592	1.97792	-2.55593	-2.27487	0.827643	0.742447	2.68498	-2.10304	-0.352824	-2.32329	4.32455	0.469163	2.84677	-2.43491	1.21134	5.93456	-0.527119	0.0500862	4.07245	3.50999	-3.80196	1.74563	3.07094	0.167555	-3.48186	-7.79331	-0.0188161	-0.790773	3.27355	1.07406	-3.39451	-4.86141	3.77848	-3.37201	0.553975	-0.652326	-3.58487	0.893522	-0.294691	1.18269	2.03555	1.17069	0.408314	-8.27895	-5.2964	0.441528	5.99918	0.260187	0.108321	0.382975	-5.19937	-0.813719	5.12191	-0.370196	-2.44176	-4.99894	-2.5618	-6.98737	0.371167	-5.37241	-0.403441	-0.169123	-6.29602
-4.38863	-5.43667	-1.09913	4.98044	-6.0044	3.48124	5.10849	-6.17625	-4.68793	2.89399	1.12215	-4.83533	3.81955	5.53238	-0.470243	-0.747611	4.6203	-4.41564	2.10966	1.83884	-1.83558	5.07631	6.50027	4.73329	7.80916	0.794837	0.636039	3.67575	-1.77971	-0.820623	2.33051	2.13724	0.767424	-2.20764	-5.99687	-3.35693	3.60837	-3.47491	1.14834	-0.0197856	-6.63574	-0.419806	2.08329	-2.05531	1.2475	2.9364	0.706308	0.429888	-0.491534	5.87813	3.93572	0.0895848	-0.921622	3.28601	-6.74289	-4.13757	-6.17961	-5.96322	-0.4412	-3.94497	-0.591571	0.457756	0.429106	-6.63818	-3.25553	-0.970572	0.0399802	-5.17298	-0.505841	-5.56688	4.89156	-0.161094	-6.19266	-5.50846	-2.16753	1.72067	8.56287	2.99191	2.61957	-1.56411	-2.26082	1.21192	1.53599	3.77088	-0.654425	-3.74745	-1.34755	-2.11407	-2.03341	3.31106	-0.557426	2.19209	-1.40647	-3.28016	-2.53988	-2.81364	-2.55579	1.3101	0.43753	1.5818
0.76601	-2.04087	-0.407478	0.786347	-2.65509	-4.07759	2.47174	0.592625	-1.04499	-1.83375	-1.15867	-3.89238	0.390005	2.24555	2.51528	1.20924	1.70599	-0.0632374	1.48639	-0.320626	0.669295	-0.207993	2.01191	0.374843	1.86265	1.10203	1.06397	4.37652	4.65796	-1.49993	0.927202	-2.73594	-3.95472	1.27956	1.88095	0.764086	0.280512	3.47491	4.15716	3.59704	1.18485	1.32373	4.22939	-1.40985	-0.0945505	-1.18577	-2.5865	0.728722	3.58583	-0.868837	3.58338	2.68503	-2.79261	1.35617	3.95979	3.36376	-2.24662	-4.16094	3.10042	-0.486489	-1.36935	0.382279	-1.23508	0.767629	2.64572	1.97188	-0.294848	-0.387655	0.443605	2.18275	-2.41372	4.75389	-1.01415	-0.53516	-1.4287	-0.844352	1.46188	1.7034	4.16159	1.41731	-2.13299	-0.0842827	-0.273591	2.36934	3.36305	-5.83225	3.83668	-1.80139	-0.58433	0.360422	-2.57993	-4.24027	1.88157	-0.341961	-0.150116	0.341895	-3.36286	0.774589	-0.238869	-1.31722
-0.818887	2.50115	-4.98123	-0.529289	5.20784	2.67559	2.86422	0.785369	-5.21007	0.612101	-10.6264	-4.32835	0.392292	6.95102	-2.54639	1.98519	1.25977	5.30035	4.02731	5.84091	-0.561515	0.430368	1.2207	1.84548	3.48636	0.389637	1.38154	3.76346	-1.70999	3.0161	-3.48617	0.364126	2.37169	3.56575	-0.658979	3.9495	-0.270232	-1.02407	-0.70724	1.81562	3.44479	-0.894266	5.31076	-3.16939	-5.16579	-1.29647	-2.39449	-1.68982	-3.47737	4.96959	3.90366	-1.9276	-1.612	-5.59167	2.92027	-6.88638	-4.60618	1.03014	-0.569896	-3.82642	0.430782	-5.59328	2.42024	-2.94357	-0.643668	6.806	-0.328573	-4.18145	-3.03131	-5.48141	-2.23117	0.156543	-0.310068	-4.271	-0.149169	1.91897	1.25088	-3.35808	-0.340939	3.02299	-4.06883	1.61146	1.72618	1.54042	2.96418	-5.73221	7.64628	-4.67025	-2.06759	2.83326	-4.53249	-5.53032	-0.921133	-0.67249	-2.52396	-1.7428	-6.37424	0.127005	1.61651	-3.20636
-6.59714	-0.847445	-6.78319	-1.75815	2.08133	-0.881176	2.5933	-4.15346	-5.00785	-3.59386	-3.79688	-6.18305	3.58862	5.32688	2.43852	6.26964	-2.36657	2.69249	2.38319	4.02916	1.94238	0.85162	2.54387	2.12539	1.59869	6.10621	-2.48208	-2.05523	-3.2686	3.66451	-0.718319	3.49236	-2.84239	6.97863	6.59848	-5.80449	-5.27462	-0.9153	4.51186	-6.91736	-2.37368	-2.39114	5.65315	-2.84035	1.42532	3.59402	-0.797939	-1.64641	-2.37284	-2.32906	0.398004	-0.818909	5.07982	-5.27295	-3.59799	-1.2281	-3.11728	-5.68432	-1.84661	-2.34602	-7.43843	-1.12819	6.87633	-6.14502	2.24032	4.64133	-2.58601	1.55391	-0.232672	-3.66349	-2.66628	3.03887	-5.47972	3.87419	-5.17135	-0.153425	4.50424	4.4411	-2.95456	0.0204691	5.77906	2.58303	3.63073	3.48613	3.59511	1.48528	5.84605	-3.6472	-6.94173	1.78558	-1.04215	-2.1107	-1.86988	-2.82298	-0.714087	-5.01595	-6.12804	1.81711	-3.51194	-3.6793
